Deck Code   -  Average T5 Damage
08-09-08-05 - Avg. Dmg. : 40.2053
10-10-09-01 - Avg. Dmg. : 40.205
08-11-01-10 - Avg. Dmg. : 40.2043
16-09-04-01 - Avg. Dmg. : 40.2042
13-06-02-09 - Avg. Dmg. : 40.2037
17-06-03-04 - Avg. Dmg. : 40.2014
10-07-05-08 - Avg. Dmg. : 40.2004
15-05-07-03 - Avg. Dmg. : 40.2001
10-07-04-09 - Avg. Dmg. : 40.1992
16-06-01-07 - Avg. Dmg. : 40.1969
14-05-08-03 - Avg. Dmg. : 40.1952
11-07-10-02 - Avg. Dmg. : 40.1951
08-10-03-09 - Avg. Dmg. : 40.1943
07-16-03-04 - Avg. Dmg. : 40.1933
07-18-00-05 - Avg. Dmg. : 40.1893
17-06-02-05 - Avg. Dmg. : 40.1873
11-12-07-00 - Avg. Dmg. : 40.1864
16-05-03-06 - Avg. Dmg. : 40.1853
14-14-01-01 - Avg. Dmg. : 40.1849
13-15-01-01 - Avg. Dmg. : 40.184
13-05-05-07 - Avg. Dmg. : 40.1823
14-09-07-00 - Avg. Dmg. : 40.1816
08-18-01-03 - Avg. Dmg. : 40.1799
14-10-06-00 - Avg. Dmg. : 40.1797
10-16-03-01 - Avg. Dmg. : 40.1786
09-14-06-01 - Avg. Dmg. : 40.1764
13-13-04-00 - Avg. Dmg. : 40.1758
09-12-08-01 - Avg. Dmg. : 40.1723
14-11-05-00 - Avg. Dmg. : 40.1721
12-10-08-00 - Avg. Dmg. : 40.1708
17-08-03-02 - Avg. Dmg. : 40.1704
12-06-03-09 - Avg. Dmg. : 40.1695
17-06-04-03 - Avg. Dmg. : 40.1694
12-05-08-05 - Avg. Dmg. : 40.1684
07-11-05-07 - Avg. Dmg. : 40.1672
16-07-06-01 - Avg. Dmg. : 40.1607
07-11-06-06 - Avg. Dmg. : 40.1602
13-09-08-00 - Avg. Dmg. : 40.1601
13-07-09-01 - Avg. Dmg. : 40.1559
14-12-04-00 - Avg. Dmg. : 40.1546
11-06-05-08 - Avg. Dmg. : 40.152
07-17-02-04 - Avg. Dmg. : 40.1513
12-07-01-10 - Avg. Dmg. : 40.1502
09-07-07-07 - Avg. Dmg. : 40.1488
16-10-03-01 - Avg. Dmg. : 40.1443
07-15-05-03 - Avg. Dmg. : 40.1405
11-11-08-00 - Avg. Dmg. : 40.1404
12-05-07-06 - Avg. Dmg. : 40.1371
15-06-01-08 - Avg. Dmg. : 40.1264
12-14-04-00 - Avg. Dmg. : 40.1253
08-10-09-03 - Avg. Dmg. : 40.1234
12-05-06-07 - Avg. Dmg. : 40.1201
12-16-01-01 - Avg. Dmg. : 40.1201
08-16-04-02 - Avg. Dmg. : 40.1186
16-12-00-02 - Avg. Dmg. : 40.1179
17-07-00-06 - Avg. Dmg. : 40.1176
17-07-04-02 - Avg. Dmg. : 40.1169
09-15-05-01 - Avg. Dmg. : 40.1149
07-16-04-03 - Avg. Dmg. : 40.1121
11-07-02-10 - Avg. Dmg. : 40.1086
17-10-00-03 - Avg. Dmg. : 40.1071
07-11-04-08 - Avg. Dmg. : 40.107
11-14-05-00 - Avg. Dmg. : 40.1049
17-09-02-02 - Avg. Dmg. : 40.103
11-08-10-01 - Avg. Dmg. : 40.1009
10-09-00-11 - Avg. Dmg. : 40.1003
13-05-09-03 - Avg. Dmg. : 40.0993
09-16-04-01 - Avg. Dmg. : 40.0962
10-18-00-02 - Avg. Dmg. : 40.096
17-05-04-04 - Avg. Dmg. : 40.091
09-07-08-06 - Avg. Dmg. : 40.0883
13-05-04-08 - Avg. Dmg. : 40.0882
10-07-10-03 - Avg. Dmg. : 40.0873
10-08-10-02 - Avg. Dmg. : 40.0838
14-06-01-09 - Avg. Dmg. : 40.0827
09-07-06-08 - Avg. Dmg. : 40.0797
15-06-08-01 - Avg. Dmg. : 40.0785
13-07-00-10 - Avg. Dmg. : 40.0784
08-12-08-02 - Avg. Dmg. : 40.0782
09-11-09-01 - Avg. Dmg. : 40.0775
09-18-01-02 - Avg. Dmg. : 40.0739
15-10-05-00 - Avg. Dmg. : 40.0733
15-09-06-00 - Avg. Dmg. : 40.0727
15-05-08-02 - Avg. Dmg. : 40.0718
07-12-07-04 - Avg. Dmg. : 40.0717
15-13-01-01 - Avg. Dmg. : 40.0717
17-05-05-03 - Avg. Dmg. : 40.0709
15-04-06-05 - Avg. Dmg. : 40.0705
17-05-03-05 - Avg. Dmg. : 40.0692
08-10-02-10 - Avg. Dmg. : 40.0681
09-10-00-11 - Avg. Dmg. : 40.063
12-06-10-02 - Avg. Dmg. : 40.0612
16-11-02-01 - Avg. Dmg. : 40.0585
17-06-05-02 - Avg. Dmg. : 40.0578
07-11-07-05 - Avg. Dmg. : 40.0558
09-07-09-05 - Avg. Dmg. : 40.0545
14-05-03-08 - Avg. Dmg. : 40.0499
12-09-09-00 - Avg. Dmg. : 40.0471
07-12-02-09 - Avg. Dmg. : 40.0455
10-13-07-00 - Avg. Dmg. : 40.044
07-13-07-03 - Avg. Dmg. : 40.0428
11-06-04-09 - Avg. Dmg. : 40.0426
17-06-01-06 - Avg. Dmg. : 40.0415
07-13-00-10 - Avg. Dmg. : 40.0389
10-14-06-00 - Avg. Dmg. : 40.0384
11-10-09-00 - Avg. Dmg. : 40.037
10-12-08-00 - Avg. Dmg. : 40.0361
08-17-03-02 - Avg. Dmg. : 40.0334
15-11-04-00 - Avg. Dmg. : 40.0326
07-18-01-04 - Avg. Dmg. : 40.03
07-14-06-03 - Avg. Dmg. : 40.0291
14-08-08-00 - Avg. Dmg. : 40.0268
11-15-04-00 - Avg. Dmg. : 40.0245
11-06-10-03 - Avg. Dmg. : 40.0236
08-09-09-04 - Avg. Dmg. : 40.0223
09-09-10-02 - Avg. Dmg. : 40.0217
10-06-07-07 - Avg. Dmg. : 40.0217
11-08-00-11 - Avg. Dmg. : 40.021
08-09-04-09 - Avg. Dmg. : 40.0189
12-07-10-01 - Avg. Dmg. : 40.0188
13-14-03-00 - Avg. Dmg. : 40.0176
16-04-06-04 - Avg. Dmg. : 40.0159
12-05-09-04 - Avg. Dmg. : 40.0136
14-04-06-06 - Avg. Dmg. : 40.0136
16-05-07-02 - Avg. Dmg. : 40.0134
14-13-03-00 - Avg. Dmg. : 40.0088
15-04-07-04 - Avg. Dmg. : 40.0068
17-07-05-01 - Avg. Dmg. : 40.0048
10-06-08-06 - Avg. Dmg. : 40.0039
08-08-06-08 - Avg. Dmg. : 40.0038
13-08-09-00 - Avg. Dmg. : 40.0022
14-04-07-05 - Avg. Dmg. : 40.0014
15-08-07-00 - Avg. Dmg. : 40.0009
10-15-05-00 - Avg. Dmg. : 40.0008
09-08-10-03 - Avg. Dmg. : 39.9985
14-06-09-01 - Avg. Dmg. : 39.9973
16-06-07-01 - Avg. Dmg. : 39.9942
10-09-10-01 - Avg. Dmg. : 39.9939
15-04-05-06 - Avg. Dmg. : 39.9938
10-17-02-01 - Avg. Dmg. : 39.9922
14-05-09-02 - Avg. Dmg. : 39.9886
11-17-01-01 - Avg. Dmg. : 39.9877
10-06-09-05 - Avg. Dmg. : 39.9872
08-08-08-06 - Avg. Dmg. : 39.987
09-08-03-10 - Avg. Dmg. : 39.9853
17-10-01-02 - Avg. Dmg. : 39.9842
07-11-08-04 - Avg. Dmg. : 39.9812
16-05-02-07 - Avg. Dmg. : 39.9759
12-15-03-00 - Avg. Dmg. : 39.9737
07-10-07-06 - Avg. Dmg. : 39.9724
07-10-05-08 - Avg. Dmg. : 39.969
08-08-07-07 - Avg. Dmg. : 39.9666
10-08-01-11 - Avg. Dmg. : 39.9651
07-17-03-03 - Avg. Dmg. : 39.9633
17-05-02-06 - Avg. Dmg. : 39.9625
16-04-05-05 - Avg. Dmg. : 39.9529
07-10-06-07 - Avg. Dmg. : 39.9525
12-05-05-08 - Avg. Dmg. : 39.9427
18-07-02-03 - Avg. Dmg. : 39.9414
16-06-00-08 - Avg. Dmg. : 39.9393
15-04-08-03 - Avg. Dmg. : 39.9379
10-07-03-10 - Avg. Dmg. : 39.9378
14-04-08-04 - Avg. Dmg. : 39.9376
09-07-10-04 - Avg. Dmg. : 39.9347
09-17-03-01 - Avg. Dmg. : 39.9341
17-09-03-01 - Avg. Dmg. : 39.9339
15-06-00-09 - Avg. Dmg. : 39.9296
08-11-09-02 - Avg. Dmg. : 39.927
17-08-04-01 - Avg. Dmg. : 39.926
10-11-09-00 - Avg. Dmg. : 39.9214
15-05-02-08 - Avg. Dmg. : 39.9208
11-05-07-07 - Avg. Dmg. : 39.9204
06-15-04-05 - Avg. Dmg. : 39.9203
09-09-01-11 - Avg. Dmg. : 39.9197
10-06-06-08 - Avg. Dmg. : 39.9191
15-12-03-00 - Avg. Dmg. : 39.9169
08-11-00-11 - Avg. Dmg. : 39.912
11-05-09-05 - Avg. Dmg. : 39.911
06-14-04-06 - Avg. Dmg. : 39.9101
07-11-03-09 - Avg. Dmg. : 39.9089
13-06-10-01 - Avg. Dmg. : 39.9055
16-04-04-06 - Avg. Dmg. : 39.9042
17-06-00-07 - Avg. Dmg. : 39.9035
08-14-07-01 - Avg. Dmg. : 39.9034
17-05-06-02 - Avg. Dmg. : 39.9032
08-19-00-03 - Avg. Dmg. : 39.9009
11-09-10-00 - Avg. Dmg. : 39.8995
14-15-00-01 - Avg. Dmg. : 39.8992
16-04-07-03 - Avg. Dmg. : 39.8984
13-16-00-01 - Avg. Dmg. : 39.8978
08-18-02-02 - Avg. Dmg. : 39.8945
18-07-01-04 - Avg. Dmg. : 39.8937
13-04-07-06 - Avg. Dmg. : 39.8928
08-13-08-01 - Avg. Dmg. : 39.8927
14-04-05-07 - Avg. Dmg. : 39.8925
12-05-10-03 - Avg. Dmg. : 39.891
11-05-08-06 - Avg. Dmg. : 39.8899
12-06-02-10 - Avg. Dmg. : 39.8892
10-06-10-04 - Avg. Dmg. : 39.8888
08-08-05-09 - Avg. Dmg. : 39.8876
16-10-04-00 - Avg. Dmg. : 39.8861
06-15-03-06 - Avg. Dmg. : 39.885
13-05-10-02 - Avg. Dmg. : 39.8844
18-06-03-03 - Avg. Dmg. : 39.8844
11-16-03-00 - Avg. Dmg. : 39.8842
18-06-02-04 - Avg. Dmg. : 39.8841
17-04-04-05 - Avg. Dmg. : 39.8839
16-08-06-00 - Avg. Dmg. : 39.8819
18-05-03-04 - Avg. Dmg. : 39.8797
07-11-02-10 - Avg. Dmg. : 39.8783
09-10-10-01 - Avg. Dmg. : 39.8773
18-08-00-04 - Avg. Dmg. : 39.875
07-10-08-05 - Avg. Dmg. : 39.8749
17-04-05-04 - Avg. Dmg. : 39.8748
16-12-01-01 - Avg. Dmg. : 39.8726
09-07-05-09 - Avg. Dmg. : 39.8725
08-09-03-10 - Avg. Dmg. : 39.872
14-07-09-00 - Avg. Dmg. : 39.8701
18-06-01-05 - Avg. Dmg. : 39.87
15-14-00-01 - Avg. Dmg. : 39.8689
15-07-08-00 - Avg. Dmg. : 39.8687
16-09-05-00 - Avg. Dmg. : 39.8684
07-10-04-09 - Avg. Dmg. : 39.8682
17-06-06-01 - Avg. Dmg. : 39.8681
06-17-01-06 - Avg. Dmg. : 39.8662
12-08-10-00 - Avg. Dmg. : 39.8655
17-11-00-02 - Avg. Dmg. : 39.8644
06-16-02-06 - Avg. Dmg. : 39.862
08-15-06-01 - Avg. Dmg. : 39.8604
06-14-03-07 - Avg. Dmg. : 39.8575
15-04-04-07 - Avg. Dmg. : 39.8575
07-12-08-03 - Avg. Dmg. : 39.857
08-10-01-11 - Avg. Dmg. : 39.8564
10-07-11-02 - Avg. Dmg. : 39.8563
08-08-09-05 - Avg. Dmg. : 39.8531
07-12-01-10 - Avg. Dmg. : 39.8509
06-14-02-08 - Avg. Dmg. : 39.8467
13-05-03-09 - Avg. Dmg. : 39.8454
14-04-09-03 - Avg. Dmg. : 39.8433
17-05-01-07 - Avg. Dmg. : 39.8429
06-16-01-07 - Avg. Dmg. : 39.8421
07-14-07-02 - Avg. Dmg. : 39.8416
09-14-07-00 - Avg. Dmg. : 39.8403
18-06-04-02 - Avg. Dmg. : 39.8403
10-16-04-00 - Avg. Dmg. : 39.8384
18-07-00-05 - Avg. Dmg. : 39.8371
18-08-01-03 - Avg. Dmg. : 39.8357
08-16-05-01 - Avg. Dmg. : 39.8355
06-15-01-08 - Avg. Dmg. : 39.835
06-13-05-06 - Avg. Dmg. : 39.8323
06-14-05-05 - Avg. Dmg. : 39.8287
14-14-02-00 - Avg. Dmg. : 39.8276
13-06-01-10 - Avg. Dmg. : 39.8235
07-18-02-03 - Avg. Dmg. : 39.8224
18-08-02-02 - Avg. Dmg. : 39.8217
14-05-02-09 - Avg. Dmg. : 39.8204
13-07-10-00 - Avg. Dmg. : 39.8196
13-04-09-04 - Avg. Dmg. : 39.8178
07-19-00-04 - Avg. Dmg. : 39.8175
18-07-03-02 - Avg. Dmg. : 39.8155
10-10-10-00 - Avg. Dmg. : 39.8149
06-17-00-07 - Avg. Dmg. : 39.8141
12-17-00-01 - Avg. Dmg. : 39.8131
11-07-11-01 - Avg. Dmg. : 39.8117
13-15-02-00 - Avg. Dmg. : 39.8113
10-06-05-09 - Avg. Dmg. : 39.8109
06-15-02-07 - Avg. Dmg. : 39.8085
10-18-01-01 - Avg. Dmg. : 39.808
09-19-00-02 - Avg. Dmg. : 39.8075
17-10-02-01 - Avg. Dmg. : 39.8043
16-07-07-00 - Avg. Dmg. : 39.8027
13-04-08-05 - Avg. Dmg. : 39.8011
16-05-08-01 - Avg. Dmg. : 39.8007
17-04-06-03 - Avg. Dmg. : 39.8007
12-05-04-09 - Avg. Dmg. : 39.7993
08-09-10-03 - Avg. Dmg. : 39.797
10-08-11-01 - Avg. Dmg. : 39.7914
18-05-04-03 - Avg. Dmg. : 39.7906
08-12-09-01 - Avg. Dmg. : 39.79
11-05-10-04 - Avg. Dmg. : 39.7894
06-13-06-05 - Avg. Dmg. : 39.7845
06-16-03-05 - Avg. Dmg. : 39.7838
06-18-00-06 - Avg. Dmg. : 39.781
08-08-10-04 - Avg. Dmg. : 39.7767
09-12-09-00 - Avg. Dmg. : 39.7723
07-15-06-02 - Avg. Dmg. : 39.7711
17-04-03-06 - Avg. Dmg. : 39.7694
18-09-00-03 - Avg. Dmg. : 39.769
11-06-11-02 - Avg. Dmg. : 39.7688
11-07-01-11 - Avg. Dmg. : 39.7684
13-04-06-07 - Avg. Dmg. : 39.7645
06-13-03-08 - Avg. Dmg. : 39.7641
09-13-08-00 - Avg. Dmg. : 39.7633
12-06-11-01 - Avg. Dmg. : 39.7622
08-10-10-02 - Avg. Dmg. : 39.7608
09-15-06-00 - Avg. Dmg. : 39.7607
11-05-06-08 - Avg. Dmg. : 39.7606
11-06-03-10 - Avg. Dmg. : 39.7603
15-05-09-01 - Avg. Dmg. : 39.7603
15-13-02-00 - Avg. Dmg. : 39.7602
07-09-06-08 - Avg. Dmg. : 39.7567
07-16-05-02 - Avg. Dmg. : 39.7559
15-04-09-02 - Avg. Dmg. : 39.7558
07-09-07-07 - Avg. Dmg. : 39.7554
18-05-05-02 - Avg. Dmg. : 39.7552
18-05-02-05 - Avg. Dmg. : 39.7531
16-04-03-07 - Avg. Dmg. : 39.7528
06-16-00-08 - Avg. Dmg. : 39.7519
06-13-04-07 - Avg. Dmg. : 39.7491
16-05-01-08 - Avg. Dmg. : 39.7474
07-13-08-02 - Avg. Dmg. : 39.7429
18-06-00-06 - Avg. Dmg. : 39.7422
09-08-02-11 - Avg. Dmg. : 39.7388
16-11-03-00 - Avg. Dmg. : 39.7371
16-04-08-02 - Avg. Dmg. : 39.7315
09-06-08-07 - Avg. Dmg. : 39.7301
10-07-02-11 - Avg. Dmg. : 39.7268
12-16-02-00 - Avg. Dmg. : 39.7238
14-06-00-10 - Avg. Dmg. : 39.7237
17-04-07-02 - Avg. Dmg. : 39.7236
07-10-09-04 - Avg. Dmg. : 39.7233
14-05-10-01 - Avg. Dmg. : 39.7233
12-07-00-11 - Avg. Dmg. : 39.723
07-11-09-03 - Avg. Dmg. : 39.7186
18-04-04-04 - Avg. Dmg. : 39.7162
17-08-05-00 - Avg. Dmg. : 39.7161
09-08-11-02 - Avg. Dmg. : 39.714
15-05-01-09 - Avg. Dmg. : 39.7121
06-17-02-05 - Avg. Dmg. : 39.7064
07-17-04-02 - Avg. Dmg. : 39.7064
14-04-04-08 - Avg. Dmg. : 39.7061
06-16-04-04 - Avg. Dmg. : 39.7056
17-11-01-01 - Avg. Dmg. : 39.7055
06-15-05-04 - Avg. Dmg. : 39.7052
09-16-05-00 - Avg. Dmg. : 39.7045
13-04-05-08 - Avg. Dmg. : 39.7031
06-12-06-06 - Avg. Dmg. : 39.7024
10-06-11-03 - Avg. Dmg. : 39.7021
09-07-11-03 - Avg. Dmg. : 39.6992
11-18-00-01 - Avg. Dmg. : 39.6984
16-13-00-01 - Avg. Dmg. : 39.6984
06-14-01-09 - Avg. Dmg. : 39.6974
12-05-11-02 - Avg. Dmg. : 39.691
17-05-07-01 - Avg. Dmg. : 39.6897
18-07-04-01 - Avg. Dmg. : 39.6896
06-18-01-05 - Avg. Dmg. : 39.6876
07-10-03-10 - Avg. Dmg. : 39.6865
08-09-02-11 - Avg. Dmg. : 39.6827
08-17-04-01 - Avg. Dmg. : 39.6821
06-12-04-08 - Avg. Dmg. : 39.6811
18-09-01-02 - Avg. Dmg. : 39.68
07-09-09-05 - Avg. Dmg. : 39.6771
06-13-02-09 - Avg. Dmg. : 39.6749
18-06-05-01 - Avg. Dmg. : 39.6743
12-04-08-06 - Avg. Dmg. : 39.6741
16-03-07-04 - Avg. Dmg. : 39.6668
08-08-04-10 - Avg. Dmg. : 39.6667
07-09-08-06 - Avg. Dmg. : 39.6666
06-12-05-07 - Avg. Dmg. : 39.6662
07-09-05-09 - Avg. Dmg. : 39.6658
08-07-09-06 - Avg. Dmg. : 39.6652
11-05-05-09 - Avg. Dmg. : 39.6628
15-06-09-00 - Avg. Dmg. : 39.6626
12-04-09-05 - Avg. Dmg. : 39.6613
08-11-10-01 - Avg. Dmg. : 39.6594
09-09-11-01 - Avg. Dmg. : 39.6586
15-03-07-05 - Avg. Dmg. : 39.6571
18-05-01-06 - Avg. Dmg. : 39.6561
15-04-03-08 - Avg. Dmg. : 39.6549
16-06-08-00 - Avg. Dmg. : 39.6531
09-06-09-06 - Avg. Dmg. : 39.6524
09-18-02-01 - Avg. Dmg. : 39.6502
17-09-04-00 - Avg. Dmg. : 39.6499
11-08-11-00 - Avg. Dmg. : 39.6493
09-07-04-10 - Avg. Dmg. : 39.6481
16-03-06-05 - Avg. Dmg. : 39.6464
08-07-08-07 - Avg. Dmg. : 39.6462
18-04-05-03 - Avg. Dmg. : 39.6439
13-04-10-03 - Avg. Dmg. : 39.6435
06-17-03-04 - Avg. Dmg. : 39.6433
12-04-07-07 - Avg. Dmg. : 39.6408
17-07-06-00 - Avg. Dmg. : 39.6382
14-04-10-02 - Avg. Dmg. : 39.6375
10-09-11-00 - Avg. Dmg. : 39.6345
14-06-10-00 - Avg. Dmg. : 39.6335
07-12-00-11 - Avg. Dmg. : 39.6328
12-04-10-04 - Avg. Dmg. : 39.63
16-03-05-06 - Avg. Dmg. : 39.6259
06-14-06-04 - Avg. Dmg. : 39.6246
15-03-06-06 - Avg. Dmg. : 39.6244
07-19-01-03 - Avg. Dmg. : 39.624
13-05-11-01 - Avg. Dmg. : 39.6235
07-11-01-11 - Avg. Dmg. : 39.6229
08-09-11-02 - Avg. Dmg. : 39.6203
17-03-06-04 - Avg. Dmg. : 39.6188
09-06-10-05 - Avg. Dmg. : 39.6163
17-04-02-07 - Avg. Dmg. : 39.6137
18-04-03-05 - Avg. Dmg. : 39.613
12-07-11-00 - Avg. Dmg. : 39.6097
16-12-02-00 - Avg. Dmg. : 39.6073
11-05-11-03 - Avg. Dmg. : 39.6068
14-03-08-05 - Avg. Dmg. : 39.6065
08-07-07-08 - Avg. Dmg. : 39.6047
18-08-03-01 - Avg. Dmg. : 39.6019
06-13-07-04 - Avg. Dmg. : 39.5994
07-12-09-02 - Avg. Dmg. : 39.5981
08-08-11-03 - Avg. Dmg. : 39.5973
09-11-10-00 - Avg. Dmg. : 39.5965
10-08-00-12 - Avg. Dmg. : 39.5962
10-17-03-00 - Avg. Dmg. : 39.5961
10-06-04-10 - Avg. Dmg. : 39.5945
09-06-07-08 - Avg. Dmg. : 39.5912
15-03-08-04 - Avg. Dmg. : 39.5888
06-15-00-09 - Avg. Dmg. : 39.5856
18-10-00-02 - Avg. Dmg. : 39.5854
09-09-00-12 - Avg. Dmg. : 39.5804
14-15-01-00 - Avg. Dmg. : 39.5778
06-12-07-05 - Avg. Dmg. : 39.5755
17-10-03-00 - Avg. Dmg. : 39.575
10-05-08-07 - Avg. Dmg. : 39.5732
11-17-02-00 - Avg. Dmg. : 39.571
06-11-05-08 - Avg. Dmg. : 39.5709
06-11-06-07 - Avg. Dmg. : 39.5706
10-05-07-08 - Avg. Dmg. : 39.5655
07-10-10-03 - Avg. Dmg. : 39.5624
18-09-02-01 - Avg. Dmg. : 39.5624
16-03-08-03 - Avg. Dmg. : 39.5621
17-03-05-05 - Avg. Dmg. : 39.5592
15-14-01-00 - Avg. Dmg. : 39.5572
06-12-03-09 - Avg. Dmg. : 39.5562
07-15-07-01 - Avg. Dmg. : 39.5559
08-19-01-02 - Avg. Dmg. : 39.5558
13-05-02-10 - Avg. Dmg. : 39.5547
11-06-02-11 - Avg. Dmg. : 39.5522
18-04-06-02 - Avg. Dmg. : 39.5499
09-06-06-09 - Avg. Dmg. : 39.5496
12-06-01-11 - Avg. Dmg. : 39.5489
06-16-05-03 - Avg. Dmg. : 39.546
15-03-09-03 - Avg. Dmg. : 39.5421
08-14-08-00 - Avg. Dmg. : 39.5412
17-06-07-00 - Avg. Dmg. : 39.5406
14-03-09-04 - Avg. Dmg. : 39.5362
06-11-07-06 - Avg. Dmg. : 39.5345
08-07-06-09 - Avg. Dmg. : 39.531
06-15-06-03 - Avg. Dmg. : 39.5307
18-04-02-06 - Avg. Dmg. : 39.5277
19-05-02-04 - Avg. Dmg. : 39.5274
16-04-02-08 - Avg. Dmg. : 39.5273
07-18-03-02 - Avg. Dmg. : 39.5255
10-05-09-06 - Avg. Dmg. : 39.524
17-05-00-08 - Avg. Dmg. : 39.524
08-07-10-05 - Avg. Dmg. : 39.5227
17-03-07-03 - Avg. Dmg. : 39.522
13-16-01-00 - Avg. Dmg. : 39.5212
18-05-06-01 - Avg. Dmg. : 39.5207
06-13-01-10 - Avg. Dmg. : 39.5198
19-06-01-04 - Avg. Dmg. : 39.5191
09-17-04-00 - Avg. Dmg. : 39.5144
06-14-00-10 - Avg. Dmg. : 39.5136
10-05-10-05 - Avg. Dmg. : 39.5131
06-18-02-04 - Avg. Dmg. : 39.5086
12-05-03-10 - Avg. Dmg. : 39.5069
07-09-10-04 - Avg. Dmg. : 39.5064
16-04-09-01 - Avg. Dmg. : 39.5052
14-03-07-06 - Avg. Dmg. : 39.5044
06-14-07-03 - Avg. Dmg. : 39.5024
08-18-03-01 - Avg. Dmg. : 39.5016
17-12-00-01 - Avg. Dmg. : 39.4997
07-09-04-10 - Avg. Dmg. : 39.4974
12-04-06-08 - Avg. Dmg. : 39.4966
19-07-00-04 - Avg. Dmg. : 39.4957
13-06-00-11 - Avg. Dmg. : 39.495
19-06-02-03 - Avg. Dmg. : 39.4938
17-04-08-01 - Avg. Dmg. : 39.4846
12-17-01-00 - Avg. Dmg. : 39.4766
14-05-01-10 - Avg. Dmg. : 39.4754
19-05-03-03 - Avg. Dmg. : 39.475
08-10-11-01 - Avg. Dmg. : 39.4748
19-05-04-02 - Avg. Dmg. : 39.4741
17-03-04-06 - Avg. Dmg. : 39.4705
13-06-11-00 - Avg. Dmg. : 39.4672
19-07-01-03 - Avg. Dmg. : 39.4667
14-03-06-07 - Avg. Dmg. : 39.4651
09-07-12-02 - Avg. Dmg. : 39.4641
15-04-10-01 - Avg. Dmg. : 39.4615
19-06-03-02 - Avg. Dmg. : 39.4613
09-08-01-12 - Avg. Dmg. : 39.4611
06-19-00-05 - Avg. Dmg. : 39.4606
06-12-08-04 - Avg. Dmg. : 39.4593
08-15-07-00 - Avg. Dmg. : 39.4588
13-04-11-02 - Avg. Dmg. : 39.4567
09-19-01-01 - Avg. Dmg. : 39.4565
16-05-09-00 - Avg. Dmg. : 39.4542
07-10-02-11 - Avg. Dmg. : 39.4537
17-11-02-00 - Avg. Dmg. : 39.453
09-07-03-11 - Avg. Dmg. : 39.4516
16-05-00-09 - Avg. Dmg. : 39.449
06-11-04-09 - Avg. Dmg. : 39.4474
07-14-08-01 - Avg. Dmg. : 39.446
18-03-05-04 - Avg. Dmg. : 39.4454
19-07-02-02 - Avg. Dmg. : 39.445
09-10-11-00 - Avg. Dmg. : 39.4437
13-04-04-09 - Avg. Dmg. : 39.4434
18-05-00-07 - Avg. Dmg. : 39.4429
07-20-00-03 - Avg. Dmg. : 39.4423
07-13-09-01 - Avg. Dmg. : 39.442
12-04-11-03 - Avg. Dmg. : 39.4359
16-03-09-02 - Avg. Dmg. : 39.4353
07-11-10-02 - Avg. Dmg. : 39.4348
10-06-12-02 - Avg. Dmg. : 39.4332
19-05-01-05 - Avg. Dmg. : 39.4316
08-16-06-00 - Avg. Dmg. : 39.4309
08-10-00-12 - Avg. Dmg. : 39.4304
09-06-11-04 - Avg. Dmg. : 39.4296
10-07-12-01 - Avg. Dmg. : 39.4296
09-08-12-01 - Avg. Dmg. : 39.4282
18-07-05-00 - Avg. Dmg. : 39.4225
19-04-03-04 - Avg. Dmg. : 39.4222
10-19-00-01 - Avg. Dmg. : 39.4179
16-13-01-00 - Avg. Dmg. : 39.417
17-03-08-02 - Avg. Dmg. : 39.417
06-11-08-05 - Avg. Dmg. : 39.4164
07-08-08-07 - Avg. Dmg. : 39.4142
18-06-06-00 - Avg. Dmg. : 39.4089
06-12-02-10 - Avg. Dmg. : 39.4083
14-04-03-09 - Avg. Dmg. : 39.4066
17-05-08-00 - Avg. Dmg. : 39.4054
15-05-10-00 - Avg. Dmg. : 39.4043
10-05-06-09 - Avg. Dmg. : 39.4034
07-08-07-08 - Avg. Dmg. : 39.4032
07-16-06-01 - Avg. Dmg. : 39.4032
18-04-07-01 - Avg. Dmg. : 39.4032
07-08-09-06 - Avg. Dmg. : 39.4025
08-07-11-04 - Avg. Dmg. : 39.3995
08-13-09-00 - Avg. Dmg. : 39.399
06-13-08-03 - Avg. Dmg. : 39.3986
19-04-04-03 - Avg. Dmg. : 39.3983
07-09-11-03 - Avg. Dmg. : 39.3934
19-08-00-03 - Avg. Dmg. : 39.3914
16-03-04-07 - Avg. Dmg. : 39.3912
06-17-04-03 - Avg. Dmg. : 39.3896
11-04-10-05 - Avg. Dmg. : 39.3884
11-06-12-01 - Avg. Dmg. : 39.3846
15-03-05-07 - Avg. Dmg. : 39.3843
18-03-06-03 - Avg. Dmg. : 39.3838
10-05-11-04 - Avg. Dmg. : 39.3829
08-20-00-02 - Avg. Dmg. : 39.3812
08-12-10-00 - Avg. Dmg. : 39.3799
18-10-01-01 - Avg. Dmg. : 39.3764
06-10-07-07 - Avg. Dmg. : 39.3758
11-05-04-10 - Avg. Dmg. : 39.3756
11-04-09-06 - Avg. Dmg. : 39.3751
08-08-03-11 - Avg. Dmg. : 39.3732
11-07-12-00 - Avg. Dmg. : 39.373
18-03-04-05 - Avg. Dmg. : 39.3722
15-03-10-02 - Avg. Dmg. : 39.3711
19-06-00-05 - Avg. Dmg. : 39.371
18-08-04-00 - Avg. Dmg. : 39.3695
15-05-00-10 - Avg. Dmg. : 39.3688
06-11-03-10 - Avg. Dmg. : 39.3676
13-03-09-05 - Avg. Dmg. : 39.3642
